ID,Education,Income,Marital_Status,Occupation,Children,Region,Gender
494,Master's Degree,Low,Married,Senior Manager,2,West,Male
495,Some College,Medium,Single,Entry Level,0,West,Female
496,Bachelor's Degree,Low,Married,Manager,0,Central,Female
497,Bachelor's Degree,Medium,Married,Manager,0,South,Male
498,Bachelor's Degree,Low,Married,Manager,2,East,Male
499,High School,High,Single,Student,0,West,Female
500,Master's Degree,Medium,Single,Senior Manager,2,Central,Male
501,Master's Degree,Low,Single,Senior Manager,2,South,Female
502,High School,Medium,Single,Student,0,North,Male
503,Master's Degree,Low,Single,Senior Manager,0,North,Female
504,Master's Degree,Low,Married,Senior Manager,3,North,Female
505,Bachelor's Degree,Low,Single,Manager,1,Central,Female
506,Master's Degree,Low,Single,Senior Manager,0,North,Male
507,Bachelor's Degree,High,Married,Manager,0,West,Female
508,Bachelor's Degree,High,Single,Manager,1,Central,Male
509,Bachelor's Degree,Low,Divorced,Manager,0,West,Male
510,Bachelor's Degree,Medium,Married,Manager,1,East,Female
511,Some College,Low,Single,Entry Level,0,North,Female
512,Bachelor's Degree,Low,Single,Manager,3,North,Male
513,High School,Low,Single,Student,0,South,Female
514,Bachelor's Degree,Low,Single,Manager,0,South,Female
515,High School,Low,Single,Student,0,South,Male
516,High School,Low,Single,Student,0,West,Female
517,Bachelor's Degree,Low,Divorced,Manager,0,Central,Male
518,Bachelor's Degree,High,Divorced,Manager,3,North,Male
519,Some College,Low,Single,Entry Level,0,West,Female
520,Bachelor's Degree,Low,Married,Manager,2,Central,Female
521,Bachelor's Degree,Medium,Married,Manager,2,Central,Female
522,Master's Degree,Low,Single,Senior Manager,1,West,Female
523,Master's Degree,Low,Married,Senior Manager,2,West,Male
524,High School,Low,Single,Student,0,East,Female
525,Master's Degree,Medium,Married,Senior Manager,2,West,Male
526,Master's Degree,Low,Married,Senior Manager,0,South,Male
527,Master's Degree,Low,Married,Senior Manager,2,East,Female
528,Master's Degree,Low,Single,Senior Manager,0,West,Female
529,Bachelor's Degree,High,Married,Manager,1,West,Male
530,Master's Degree,Low,Married,Senior Manager,0,North,Male
531,Master's Degree,Low,Divorced,Senior Manager,2,East,Female
532,Bachelor's Degree,Low,Married,Manager,0,Central,Male
533,Bachelor's Degree,Low,Single,Manager,1,West,Male
534,Bachelor's Degree,Low,Married,Manager,1,North,Female
535,Bachelor's Degree,Low,Married,Manager,1,North,Female
536,Bachelor's Degree,High,Single,Manager,3,West,Male
537,Bachelor's Degree,Medium,Single,Manager,1,South,Female
538,Bachelor's Degree,Low,Single,Manager,1,North,Female
539,Bachelor's Degree,Low,Single,Manager,2,North,Female
540,Bachelor's Degree,Medium,Married,Manager,2,West,Male
541,Bachelor's Degree,Medium,Single,Manager,1,North,Male
542,Some College,Medium,Single,Entry Level,0,Central,Male
543,Bachelor's Degree,Medium,Married,Manager,3,North,Female
544,Bachelor's Degree,Low,Single,Manager,1,East,Female
545,High School,Low,Single,Student,0,East,Male
546,Bachelor's Degree,High,Married,Manager,2,South,Female
547,Some College,Medium,Single,Entry Level,0,Central,Male
548,Bachelor's Degree,High,Single,Manager,1,West,Male
549,Bachelor's Degree,High,Single,Manager,1,East,Male
550,Bachelor's Degree,Low,Single,Manager,2,North,Female
551,Master's Degree,Low,Married,Senior Manager,2,East,Male
552,Master's Degree,Medium,Single,Senior Manager,3,North,Female
553,Master's Degree,Low,Married,Senior Manager,1,North,Female
554,Master's Degree,High,Married,Senior Manager,2,North,Female
555,Bachelor's Degree,High,Married,Manager,2,North,Male
556,Bachelor's Degree,Medium,Divorced,Manager,2,West,Male
557,Bachelor's Degree,Low,Single,Manager,0,West,Male
558,Master's Degree,High,Single,Senior Manager,3,South,Male
559,Bachelor's Degree,Medium,Single,Manager,0,East,Male
560,Bachelor's Degree,Low,Married,Manager,0,South,Male
561,Master's Degree,Low,Married,Senior Manager,0,East,Female
562,Bachelor's Degree,Low,Married,Manager,3,South,Female
563,Master's Degree,Low,Married,Senior Manager,1,Central,Male
564,Master's Degree,Medium,Divorced,Senior Manager,1,North,Male
565,Bachelor's Degree,Low,Married,Manager,1,West,Female
566,Bachelor's Degree,Medium,Married,Manager,1,South,Female
567,Master's Degree,Medium,Single,Senior Manager,0,North,Female
568,Master's Degree,Low,Married,Senior Manager,1,East,Female
569,Bachelor's Degree,Low,Married,Manager,3,North,Female
570,Master's Degree,High,Married,Senior Manager,0,South,Male
571,High School,Medium,Single,Student,0,Central,Female
572,Some College,Low,Single,Entry Level,0,West,Male
573,Bachelor's Degree,Medium,Single,Manager,2,East,Female
574,High School,High,Single,Student,0,South,Female
575,Master's Degree,Low,Single,Senior Manager,1,West,Female
576,Bachelor's Degree,High,Divorced,Manager,1,West,Female
577,Master's Degree,Low,Single,Senior Manager,2,South,Female
578,High School,Medium,Single,Student,0,South,Female
579,Master's Degree,Low,Married,Senior Manager,2,East,Male
580,Master's Degree,Medium,Single,Senior Manager,3,South,Male
581,High School,Low,Single,Student,0,North,Male
582,High School,Low,Single,Student,0,North,Male
583,Master's Degree,High,Single,Senior Manager,1,West,Female
584,Bachelor's Degree,High,Married,Manager,0,East,Female
585,Master's Degree,High,Single,Senior Manager,0,East,Female
586,Master's Degree,Medium,Married,Senior Manager,1,East,Female
587,Some College,Low,Single,Entry Level,0,North,Female
588,Some College,Low,Single,Entry Level,0,North,Female
589,Master's Degree,Low,Married,Senior Manager,0,North,Male
590,Master's Degree,Low,Divorced,Senior Manager,2,West,Male
591,Bachelor's Degree,Low,Married,Manager,0,South,Female
592,Master's Degree,Low,Married,Senior Manager,0,East,Male
593,Some College,Low,Single,Entry Level,0,East,Male
594,Bachelor's Degree,Medium,Single,Manager,3,West,Male
595,Master's Degree,High,Single,Senior Manager,0,West,Female
596,Bachelor's Degree,Low,Single,Manager,0,North,Female
597,Master's Degree,Low,Single,Senior Manager,1,East,Female
598,Some College,Medium,Single,Entry Level,0,South,Male
599,Master's Degree,Low,Married,Senior Manager,1,North,Female
600,Master's Degree,High,Married,Senior Manager,0,Central,Male
601,Master's Degree,Low,Single,Senior Manager,0,South,Male
602,Bachelor's Degree,Low,Single,Manager,3,West,Male
603,Bachelor's Degree,Low,Married,Manager,0,South,Female
604,Bachelor's Degree,High,Divorced,Manager,2,Central,Female
605,Master's Degree,High,Married,Senior Manager,0,North,Male
606,Master's Degree,Low,Married,Senior Manager,1,Central,Male
607,Master's Degree,High,Married,Senior Manager,0,Central,Female
608,Bachelor's Degree,Medium,Single,Manager,1,East,Female
609,Bachelor's Degree,Low,Single,Manager,2,Central,Female
610,Bachelor's Degree,Low,Married,Manager,3,Central,Female
611,Master's Degree,Medium,Married,Senior Manager,2,East,Female
612,Some College,Low,Single,Entry Level,0,Central,Male
613,Bachelor's Degree,High,Married,Manager,1,East,Male
614,Master's Degree,High,Married,Senior Manager,0,North,Female
615,Master's Degree,Low,Married,Senior Manager,1,East,Female
616,Master's Degree,Medium,Married,Senior Manager,1,South,Female
617,Bachelor's Degree,Low,Married,Manager,3,West,Male
618,Some College,Medium,Single,Entry Level,0,North,Male
619,Master's Degree,Medium,Single,Senior Manager,1,West,Female
620,Master's Degree,High,Married,Senior Manager,3,Central,Male
621,Master's Degree,Low,Married,Senior Manager,0,South,Male
622,Some College,Low,Single,Entry Level,0,West,Female
623,Master's Degree,Low,Married,Senior Manager,1,South,Female
624,Bachelor's Degree,Medium,Married,Manager,0,West,Male
625,Bachelor's Degree,Low,Single,Manager,2,South,Female
626,Bachelor's Degree,Medium,Married,Manager,0,Central,Female
627,High School,Low,Single,Student,0,Central,Female
628,Master's Degree,Low,Single,Senior Manager,0,North,Male
629,Bachelor's Degree,High,Married,Manager,3,East,Male
630,Bachelor's Degree,Low,Married,Manager,2,West,Male
631,Master's Degree,Medium,Married,Senior Manager,1,South,Male
632,Bachelor's Degree,High,Married,Manager,1,Central,Female
633,Bachelor's Degree,Low,Married,Manager,1,North,Male
634,Bachelor's Degree,Medium,Married,Manager,1,Central,Male
635,Master's Degree,Low,Married,Senior Manager,0,West,Male
636,Bachelor's Degree,High,Married,Manager,2,South,Female
637,Bachelor's Degree,Low,Married,Manager,1,Central,Male
638,Master's Degree,Low,Married,Senior Manager,1,North,Male
639,Bachelor's Degree,Medium,Single,Manager,1,East,Male
640,Bachelor's Degree,High,Married,Manager,0,Central,Female
641,Bachelor's Degree,High,Single,Manager,1,Central,Female
642,Bachelor's Degree,High,Single,Manager,2,South,Female
643,Bachelor's Degree,High,Married,Manager,1,West,Male
644,Bachelor's Degree,Low,Married,Manager,0,South,Female
645,Master's Degree,Low,Divorced,Senior Manager,0,North,Female
646,Master's Degree,Medium,Married,Senior Manager,2,North,Female
647,Bachelor's Degree,Low,Married,Manager,0,West,Female
648,High School,Medium,Single,Student,0,South,Male
649,Master's Degree,High,Married,Senior Manager,1,East,Female
650,Bachelor's Degree,Medium,Single,Manager,3,Central,Female
651,Bachelor's Degree,High,Married,Manager,2,Central,Female
652,Master's Degree,Medium,Married,Senior Manager,0,Central,Female
653,Master's Degree,Medium,Married,Senior Manager,3,South,Male
654,Bachelor's Degree,Medium,Married,Manager,3,Central,Female
655,Bachelor's Degree,Medium,Single,Manager,1,Central,Female
656,Bachelor's Degree,Low,Single,Manager,3,East,Female
657,Bachelor's Degree,Medium,Single,Manager,1,West,Female
658,Bachelor's Degree,High,Married,Manager,1,East,Female
659,Master's Degree,Low,Single,Senior Manager,2,North,Male
660,Master's Degree,High,Divorced,Senior Manager,3,East,Male
661,Some College,Low,Single,Entry Level,0,East,Male
662,Master's Degree,Low,Married,Senior Manager,0,East,Male
663,Some College,Low,Single,Entry Level,0,Central,Male
664,Master's Degree,High,Single,Senior Manager,0,South,Female
665,Some College,Low,Single,Entry Level,0,Central,Female
666,Bachelor's Degree,Low,Single,Manager,3,North,Male
667,Bachelor's Degree,Low,Single,Manager,1,Central,Female
668,Bachelor's Degree,Low,Married,Manager,0,North,Male
669,Bachelor's Degree,High,Married,Manager,2,West,Female
670,Master's Degree,Low,Married,Senior Manager,3,North,Female
671,Bachelor's Degree,Medium,Married,Manager,1,West,Male
672,Master's Degree,Low,Married,Senior Manager,0,North,Male
673,Bachelor's Degree,High,Single,Manager,3,West,Female
674,Bachelor's Degree,Low,Married,Manager,0,Central,Male
675,Bachelor's Degree,High,Married,Manager,2,East,Female
676,Bachelor's Degree,Low,Married,Manager,1,North,Male
677,Some College,Medium,Single,Entry Level,0,North,Female
678,Master's Degree,Medium,Married,Senior Manager,2,West,Male
679,Master's Degree,Low,Divorced,Senior Manager,1,North,Male
680,Master's Degree,Low,Married,Senior Manager,1,West,Female
681,Master's Degree,Low,Married,Senior Manager,0,North,Male
682,High School,Low,Single,Student,0,South,Male
683,Bachelor's Degree,Medium,Married,Manager,3,East,Female
684,Bachelor's Degree,Medium,Married,Manager,3,South,Male
685,High School,Low,Single,Student,0,West,Male
686,Bachelor's Degree,Low,Married,Manager,0,South,Female
687,Master's Degree,Low,Married,Senior Manager,0,West,Male
688,High School,Low,Single,Student,0,South,Female
689,Master's Degree,High,Divorced,Senior Manager,3,North,Male
690,Bachelor's Degree,Low,Married,Manager,2,East,Male
691,Master's Degree,Low,Single,Senior Manager,1,East,Male
692,Bachelor's Degree,High,Single,Manager,3,Central,Female
693,Bachelor's Degree,Low,Married,Manager,1,Central,Female
694,Master's Degree,Low,Single,Senior Manager,1,North,Female
695,Master's Degree,High,Single,Senior Manager,0,Central,Male
696,Master's Degree,Medium,Single,Senior Manager,1,North,Male
697,High School,Low,Single,Student,0,North,Male
698,Some College,High,Single,Entry Level,0,Central,Female
699,Bachelor's Degree,Low,Married,Manager,1,Central,Male
700,Bachelor's Degree,Medium,Married,Manager,0,North,Male
701,Bachelor's Degree,Medium,Single,Manager,0,Central,Male
702,Bachelor's Degree,Medium,Married,Manager,2,East,Female
703,Bachelor's Degree,Low,Married,Manager,3,East,Male
704,Bachelor's Degree,Low,Single,Manager,1,East,Male
705,High School,Low,Single,Student,0,East,Male
706,Bachelor's Degree,Medium,Divorced,Manager,3,West,Female
707,High School,Low,Single,Student,0,Central,Male
708,Master's Degree,High,Single,Senior Manager,0,North,Male
709,High School,Low,Single,Student,0,North,Male
710,High School,Low,Single,Student,0,South,Female
711,Some College,Low,Single,Entry Level,0,South,Female
712,Master's Degree,High,Married,Senior Manager,3,North,Female
713,Bachelor's Degree,Low,Single,Manager,3,West,Male
714,Some College,High,Single,Entry Level,0,Central,Female
715,Master's Degree,Medium,Married,Senior Manager,0,South,Male
716,Master's Degree,Low,Married,Senior Manager,1,North,Male
717,Bachelor's Degree,Low,Married,Manager,0,South,Female
718,Master's Degree,High,Single,Senior Manager,3,East,Male
719,Master's Degree,Low,Single,Senior Manager,0,Central,Male
720,Master's Degree,High,Married,Senior Manager,0,South,Female
721,Bachelor's Degree,Low,Married,Manager,2,North,Female
722,High School,High,Single,Student,0,North,Male
723,Bachelor's Degree,Low,Single,Manager,0,Central,Female
724,Bachelor's Degree,Low,Married,Manager,1,South,Male
725,Some College,Low,Single,Entry Level,0,Central,Male
726,Bachelor's Degree,Low,Married,Manager,3,Central,Male
727,Some College,Low,Single,Entry Level,0,North,Female
728,Master's Degree,Medium,Married,Senior Manager,0,West,Female
729,Master's Degree,High,Single,Senior Manager,2,South,Female
730,Bachelor's Degree,Medium,Single,Manager,2,East,Female
731,Master's Degree,Low,Married,Senior Manager,3,Central,Female
732,Bachelor's Degree,High,Single,Manager,1,Central,Male
733,Bachelor's Degree,Medium,Married,Manager,0,East,Female
734,Master's Degree,Low,Single,Senior Manager,3,Central,Female
735,Bachelor's Degree,Low,Single,Manager,0,East,Female
736,Bachelor's Degree,Low,Married,Manager,1,Central,Male
737,Master's Degree,Low,Single,Senior Manager,2,North,Male
738,High School,Low,Single,Student,0,West,Female
739,Master's Degree,Low,Married,Senior Manager,1,South,Male
740,Some College,Medium,Single,Entry Level,0,North,Male
741,Master's Degree,Low,Married,Senior Manager,1,East,Female
742,Some College,Low,Single,Entry Level,0,North,Male
743,Bachelor's Degree,Low,Married,Manager,2,North,Female
744,Master's Degree,High,Married,Senior Manager,2,West,Female
745,Some College,Low,Single,Entry Level,0,South,Male
746,Bachelor's Degree,Low,Divorced,Manager,1,North,Female
747,High School,Low,Single,Student,0,East,Male
748,Bachelor's Degree,Medium,Married,Manager,2,West,Female
749,Bachelor's Degree,Low,Single,Manager,0,Central,Female
750,Bachelor's Degree,Low,Married,Manager,0,South,Female
751,Master's Degree,High,Married,Senior Manager,2,West,Male
752,Some College,High,Single,Entry Level,0,North,Female
753,Master's Degree,Low,Married,Senior Manager,2,North,Male
754,Bachelor's Degree,Medium,Single,Manager,2,Central,Female
755,Bachelor's Degree,Low,Married,Manager,0,East,Male
756,Bachelor's Degree,Medium,Single,Manager,3,South,Male
757,Bachelor's Degree,Low,Single,Manager,0,West,Female
758,Bachelor's Degree,Low,Married,Manager,3,East,Male
759,High School,Medium,Single,Student,0,Central,Female
760,Master's Degree,Low,Single,Senior Manager,0,Central,Female
761,Some College,Low,Single,Entry Level,0,South,Male
762,Master's Degree,Medium,Married,Senior Manager,2,South,Male
763,Master's Degree,Medium,Married,Senior Manager,0,Central,Male
764,High School,Low,Single,Student,0,Central,Male
765,Master's Degree,Low,Single,Senior Manager,0,West,Female
766,Master's Degree,Low,Married,Senior Manager,1,East,Male
767,Master's Degree,Low,Single,Senior Manager,3,West,Female
768,Master's Degree,Medium,Married,Senior Manager,0,West,Male
769,Bachelor's Degree,Low,Single,Manager,1,East,Female
770,Master's Degree,Low,Single,Senior Manager,1,South,Female
771,Master's Degree,Low,Married,Senior Manager,0,East,Female
772,Master's Degree,High,Single,Senior Manager,1,Central,Female
773,Master's Degree,High,Divorced,Senior Manager,0,South,Female
774,Bachelor's Degree,Low,Married,Manager,1,Central,Female
775,Master's Degree,Medium,Single,Senior Manager,3,West,Female
776,Bachelor's Degree,High,Married,Manager,2,West,Male
777,Master's Degree,Low,Single,Senior Manager,2,North,Male
778,Some College,Low,Single,Entry Level,0,South,Male
